Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102523,72
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,50360,72
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,GA,General Academic (GA) ,,,,,68683,100
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,112859,87
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,122316,74
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,70956,90
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,Bachelor of Science in Business Administration major in Marketing - BSBA,HE,Home Economics (HE),,,,,40182,74
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,ICT,Information and Communications Technology (ICT),,,,,90525,83
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,48548,94
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,72058,85
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,GA,General Academic (GA) ,,,,,109161,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,23857,79
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Secondary Education major in English - BSED ENGLISH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,44064,89
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,NO CHOSEN COURSE,HUMSS,Humanities and Social Sciences (HUMSS),,,,,82798,94
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Computer Science - BSCS,HE,Home Economics (HE),,,,,117101,73
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,119874,89
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,90689,77
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,119197,97
Male      ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Mathematics - BSED MATH,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,107549,91
Male      ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Electronics and Communications Engineering - BSECE,GA,General Academic (GA) ,,,,,42313,74
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,42950,89
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,30461,72
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Science in Information Technology - BSIT,ICT,Information and Communications Technology (ICT),,,,,100231,94
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Secondary Education major in English - BSED ENGLISH,HE,Home Economics (HE),,,,,72360,99
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,24652,76
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,114760,100
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Mathematics - BSED MATH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,14813,73
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,91503,92
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,82637,84
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,22797,78
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,14707,89
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Elementary Education - BEED,Undecided,HE,Home Economics (HE),,,,,108908,77
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,112562,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,NO CHOSEN COURSE,NO CHOSEN COURSE,HE,Home Economics (HE),,,,,125335,80
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,47784,75
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,46241,96
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,61913,90
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,110298,97
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,75197,77
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,111328,72
Male      ,Bachelor of Science in Information Technology - BSIT,Undecided,Undecided,ICT,Information and Communications Technology (ICT),,,,,109137,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,99434,100
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Mathematics - BSED MATH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,58226,97
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,24349,70
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,85170,76
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Secondary Education major in Mathematics - BSED MATH,ABM,"Accountancy, Business and Management (ABM)",,,,,113918,75
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,115341,78
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,20802,92
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,84132,99
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,12746,86
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,12338,76
Male      ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,83509,95
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,92627,93
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Information Technology - BSIT,HE,Home Economics (HE),,,,,121278,76
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102568,81
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,86358,89
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,65312,92
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,119245,86
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,39413,93
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,31051,75
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,42721,94
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,29746,78
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,ABM,"Accountancy, Business and Management (ABM)",,,,,99773,99
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,30526,93
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,112747,84
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Computer Science - BSCS,Undecided,HE,Home Economics (HE),,,,,70933,82
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,61424,97
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,81119,72
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,94212,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Nursing - BSN,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,95159,73
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,68313,83
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,90818,98
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,14048,98
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,105771,82
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HE,Home Economics (HE),,,,,108858,71
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,108094,81
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,125432,80
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,28525,74
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,28060,74
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,60313,85
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Electronics and Communications Engineering - BSECE,HE,Home Economics (HE),,,,,33154,100
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,121805,80
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,10877,87
Female    ,Bachelor of Elementary Education - BEED,Undecided,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,57094,76
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,108037,72
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,53478,98
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,12472,86
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,62190,82
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,65625,81
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,67760,97
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,35208,100
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,115138,72
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,45875,78
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HE,Home Economics (HE),,,,,90340,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,BS Computer Science major in Application Development,Bachelor of Science in Information Technology - BSIT,HE,Home Economics (HE),,,,,29388,99
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,98267,84
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Secondary Education major in English - BSED ENGLISH,ICT,Information and Communications Technology (ICT),,,,,39847,85
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,101085,98
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,74778,85
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Undecided,ABM,"Accountancy, Business and Management (ABM)",,,,,19655,88
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,71477,73
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Bachelor of Science in Accountancy - BSA,HE,Home Economics (HE),,,,,20891,72
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,49662,81
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,48827,84
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,58585,71
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,87197,71
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,99063,84
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,20559,81
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,52232,92
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,117178,99
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,62132,93
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,55863,74
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,34742,89
Female    ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,HE,Home Economics (HE),,,,,96925,84
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HUMSS,Humanities and Social Sciences (HUMSS),,,,,58427,76
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,Not in the list,GA,General Academic (GA) ,,,,,126625,75
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,22967,92
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,BA Psychology,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,52691,88
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,10241,77
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,124261,77
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,22933,72
Male      ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Entrepreneurship - BSENT,GA,General Academic (GA) ,,,,,54401,95
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Secondary Education major in English - BSED ENGLISH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,84568,70
Female    ,NO CHOSEN COURSE,Bachelor of Science in Business Administration major in Marketing - BSBA,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,112087,89
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Hospitality Management - BSHM,ICT,Information and Communications Technology (ICT),,,,,122235,77
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,67880,99
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,80530,92
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,95163,79
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,56971,78
Female    ,Bachelor of Elementary Education - BEED,Not in the list,Not in the list,ST,Sports Track,,,,,102378,99
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,HE,Home Economics (HE),,,,,45564,89
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,10470,99
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,101204,80
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,TVLM,TVL Maritime (TVLM),,,,,30138,92
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102334,88
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Not in the list,HE,Home Economics (HE),,,,,93909,95
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,52806,93
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,115068,91
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,80094,90
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,80037,94
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,46695,86
